,Mean Relative CATE Error (percentage),Method,#Units
700,66.08940961077363,Causal Forest,4096
701,61.27201562572844,Causal Forest,4096
702,62.134502658926216,Causal Forest,4096
703,62.87749785787321,Causal Forest,4096
704,66.46912094083407,Causal Forest,4096
705,61.3855573683926,Causal Forest,4096
706,67.48731369946098,Causal Forest,4096
707,62.27908554204648,Causal Forest,4096
708,67.53458134936422,Causal Forest,4096
709,63.1530109314821,Causal Forest,4096
710,60.96978226622949,Causal Forest,4096
711,66.95754774471047,Causal Forest,4096
712,56.85123279493884,Causal Forest,4096
713,62.390124855458815,Causal Forest,4096
714,65.76426390686487,Causal Forest,4096
715,72.52949174777078,Causal Forest,4096
716,57.69939066497085,Causal Forest,4096
717,64.0363326675793,Causal Forest,4096
718,61.24149946266687,Causal Forest,4096
719,67.15984783005456,Causal Forest,4096
720,64.36353599972992,Causal Forest,4096
721,67.52150443221471,Causal Forest,4096
722,63.86317184810746,Causal Forest,4096
723,64.87599362078012,Causal Forest,4096
724,64.17040609798828,Causal Forest,4096
725,60.68565015453945,Causal Forest,4096
726,70.54959822949351,Causal Forest,4096
727,64.06748343803298,Causal Forest,4096
728,68.06115700521312,Causal Forest,4096
729,68.21530148277282,Causal Forest,4096
730,65.38287541057122,Causal Forest,4096
731,63.980217586132184,Causal Forest,4096
732,64.78669698996964,Causal Forest,4096
733,67.41174130057742,Causal Forest,4096
734,60.50242936664604,Causal Forest,4096
735,63.195031784983584,Causal Forest,4096
736,64.65373191279043,Causal Forest,4096
737,65.96604198245997,Causal Forest,4096
738,62.93773120754301,Causal Forest,4096
739,68.72120648514283,Causal Forest,4096
740,62.49933519312776,Causal Forest,4096
741,62.469298791578495,Causal Forest,4096
742,64.09979674097919,Causal Forest,4096
743,62.15777071405349,Causal Forest,4096
744,63.8617403172783,Causal Forest,4096
745,62.49376821115945,Causal Forest,4096
746,64.70641859784453,Causal Forest,4096
747,67.84202577145498,Causal Forest,4096
748,63.48563010873732,Causal Forest,4096
749,65.88005509232539,Causal Forest,4096
750,316.9951288986389,Propensity Score,256
751,197.3720017567536,Propensity Score,256
752,236.7632360898138,Propensity Score,256
753,266.4120546353165,Propensity Score,256
754,334.7721816257621,Propensity Score,256
755,369.7154787027142,Propensity Score,256
756,312.52640914887763,Propensity Score,256
757,257.461856566459,Propensity Score,256
758,334.8558830346148,Propensity Score,256
759,242.28558240446222,Propensity Score,256
760,257.36030429603153,Propensity Score,256
761,217.9362435311051,Propensity Score,256
762,309.6841196251056,Propensity Score,256
763,343.74630566152325,Propensity Score,256
764,402.72936966396026,Propensity Score,256
765,377.21177250051926,Propensity Score,256
766,282.037287735531,Propensity Score,256
767,371.04845131118384,Propensity Score,256
768,359.82828337799344,Propensity Score,256
769,311.5659082475765,Propensity Score,256
770,260.91848347256365,Propensity Score,256
771,384.9209234032418,Propensity Score,256
772,308.92302274912936,Propensity Score,256
773,329.7780522581372,Propensity Score,256
774,313.80686784567837,Propensity Score,256
775,403.186042008239,Propensity Score,256
776,368.7597833384079,Propensity Score,256
777,316.0277302590691,Propensity Score,256
778,360.7173862953248,Propensity Score,256
779,315.5435901432761,Propensity Score,256
780,400.5653470093319,Propensity Score,256
781,275.5347120763765,Propensity Score,256
782,264.0251717410231,Propensity Score,256
783,436.70343063467595,Propensity Score,256
784,289.27936428272693,Propensity Score,256
785,336.3275741334167,Propensity Score,256
786,306.8395567363485,Propensity Score,256
787,355.08196391838396,Propensity Score,256
788,273.60766747558694,Propensity Score,256
789,321.9484639327594,Propensity Score,256
790,288.52867092242354,Propensity Score,256
791,338.6687368369001,Propensity Score,256
792,307.8828685314881,Propensity Score,256
793,344.6503117443257,Propensity Score,256
794,146.25315376826302,Propensity Score,256
795,334.8797701517131,Propensity Score,256
796,300.4313634718875,Propensity Score,256
797,338.1023654238767,Propensity Score,256
798,221.06842608719134,Propensity Score,256
799,340.6878608865223,Propensity Score,256
800,340.00384999932544,Propensity Score,512
801,265.4699108840748,Propensity Score,512
802,246.53250897173288,Propensity Score,512
803,359.4043676927602,Propensity Score,512
804,323.05180484559514,Propensity Score,512
805,301.97066712964255,Propensity Score,512
806,303.88089352521456,Propensity Score,512
807,228.06492477116973,Propensity Score,512
808,307.46948912452956,Propensity Score,512
809,263.0457369947138,Propensity Score,512
810,235.52896723795055,Propensity Score,512
811,301.6630902529927,Propensity Score,512
812,289.86172985446285,Propensity Score,512
813,337.5275222948412,Propensity Score,512
814,320.8455256495461,Propensity Score,512
815,278.6752127003716,Propensity Score,512
816,249.65363302565348,Propensity Score,512
817,315.3610122246705,Propensity Score,512
818,286.1795953747575,Propensity Score,512
819,275.90578847559374,Propensity Score,512
820,290.6536665242276,Propensity Score,512
821,264.75493560438923,Propensity Score,512
822,241.85993130582546,Propensity Score,512
823,261.35874639657743,Propensity Score,512
824,339.12064059708405,Propensity Score,512
825,292.27229140942643,Propensity Score,512
826,290.4676830205062,Propensity Score,512
827,237.8302275831998,Propensity Score,512
828,322.76262697733904,Propensity Score,512
829,299.1970999764372,Propensity Score,512
830,316.2520070205912,Propensity Score,512
831,323.5562654689892,Propensity Score,512
832,261.93156484923367,Propensity Score,512
833,282.25430399137724,Propensity Score,512
834,269.6543679470964,Propensity Score,512
835,270.32805473040634,Propensity Score,512
836,247.93179821375765,Propensity Score,512
837,203.44946664284657,Propensity Score,512
838,309.05454122056733,Propensity Score,512
839,307.9419793545289,Propensity Score,512
840,294.8992350341615,Propensity Score,512
841,346.66945027865404,Propensity Score,512
842,261.74623707708776,Propensity Score,512
843,326.8810594371882,Propensity Score,512
844,222.3406756939608,Propensity Score,512
845,305.08581535259975,Propensity Score,512
846,232.05002939246006,Propensity Score,512
847,296.2420090792294,Propensity Score,512
848,288.03432134453664,Propensity Score,512
849,264.2046002573346,Propensity Score,512
850,251.00337659187156,Propensity Score,1024
851,308.99590604534365,Propensity Score,1024
852,262.32458745293104,Propensity Score,1024
853,271.77599986708606,Propensity Score,1024
854,285.6426595018754,Propensity Score,1024
855,342.7390422670203,Propensity Score,1024
856,268.10969259159236,Propensity Score,1024
857,308.109239440205,Propensity Score,1024
858,292.0949116483211,Propensity Score,1024
859,233.981330443574,Propensity Score,1024
860,301.02441273978604,Propensity Score,1024
861,208.72925055955557,Propensity Score,1024
862,231.4261595366416,Propensity Score,1024
863,224.48875320856055,Propensity Score,1024
864,311.7401465031399,Propensity Score,1024
865,311.6842778245736,Propensity Score,1024
866,281.98197764975606,Propensity Score,1024
867,339.44142375356455,Propensity Score,1024
868,348.5815434003312,Propensity Score,1024
869,330.10894926130527,Propensity Score,1024
870,285.1840233135864,Propensity Score,1024
871,317.83738761969755,Propensity Score,1024
872,282.58965060824397,Propensity Score,1024
873,289.56512885898786,Propensity Score,1024
874,358.6252203224901,Propensity Score,1024
875,340.5214499821309,Propensity Score,1024
876,270.43289758976505,Propensity Score,1024
877,319.869595597121,Propensity Score,1024
878,247.79964230839474,Propensity Score,1024
879,238.76511726310613,Propensity Score,1024
880,249.66141560610268,Propensity Score,1024
881,268.2140734984662,Propensity Score,1024
882,308.1536529852272,Propensity Score,1024
883,332.1477150439755,Propensity Score,1024
884,328.46782008047376,Propensity Score,1024
885,300.25774669532717,Propensity Score,1024
886,303.97211396378526,Propensity Score,1024
887,241.4248791827122,Propensity Score,1024
888,370.3582406520858,Propensity Score,1024
889,274.5176632142146,Propensity Score,1024
890,255.16314103500258,Propensity Score,1024
891,201.5243952881482,Propensity Score,1024
892,259.39373869178274,Propensity Score,1024
893,324.25603979476756,Propensity Score,1024
894,256.11770434210337,Propensity Score,1024
895,153.97252215524492,Propensity Score,1024
896,252.94818296774594,Propensity Score,1024
897,301.62711002156493,Propensity Score,1024
898,350.36319086698796,Propensity Score,1024
899,274.94311785441084,Propensity Score,1024
900,239.84445486317296,Propensity Score,2048
901,200.955187821474,Propensity Score,2048
902,381.45215220335456,Propensity Score,2048
903,286.8756617846052,Propensity Score,2048
904,298.9511086292294,Propensity Score,2048
905,358.96701204265224,Propensity Score,2048
906,345.0048731156472,Propensity Score,2048
907,350.4951568921443,Propensity Score,2048
908,294.16920188104035,Propensity Score,2048
909,242.5623330597653,Propensity Score,2048
910,355.7008265580975,Propensity Score,2048
911,279.59519901172666,Propensity Score,2048
912,250.6977968500695,Propensity Score,2048
913,350.3026600047193,Propensity Score,2048
914,367.81704738543016,Propensity Score,2048
915,283.98452571653297,Propensity Score,2048
916,333.9911450947647,Propensity Score,2048
917,294.5550879234625,Propensity Score,2048
918,339.0027979286891,Propensity Score,2048
919,362.90527263997444,Propensity Score,2048
920,262.442835793901,Propensity Score,2048
921,301.1341236973101,Propensity Score,2048
922,267.1042124371262,Propensity Score,2048
923,343.41980221640347,Propensity Score,2048
924,272.19106287883596,Propensity Score,2048
925,252.69534204729936,Propensity Score,2048
926,241.1383529898214,Propensity Score,2048
927,356.40643706277865,Propensity Score,2048
928,199.09168664578812,Propensity Score,2048
929,368.85605113053015,Propensity Score,2048
930,267.4830716981636,Propensity Score,2048
931,311.1631154876825,Propensity Score,2048
932,351.11681790095525,Propensity Score,2048
933,280.1806883998214,Propensity Score,2048
934,296.8045555642434,Propensity Score,2048
935,306.9876280748936,Propensity Score,2048
936,294.66033022727544,Propensity Score,2048
937,285.9577880473229,Propensity Score,2048
938,303.4809836052032,Propensity Score,2048
939,303.7639461976613,Propensity Score,2048
940,334.75936522337986,Propensity Score,2048
941,217.28278512643365,Propensity Score,2048
942,242.75293151187427,Propensity Score,2048
943,270.02957916357525,Propensity Score,2048
944,293.1607543888593,Propensity Score,2048
945,212.84764885574947,Propensity Score,2048
946,350.98830787159807,Propensity Score,2048
947,246.4571038127114,Propensity Score,2048
948,325.430612146259,Propensity Score,2048
949,364.7193394448496,Propensity Score,2048
950,226.22720719129734,Propensity Score,4096
951,336.63246039797286,Propensity Score,4096
952,245.826745815081,Propensity Score,4096
953,330.81845943785845,Propensity Score,4096
954,278.47149520844494,Propensity Score,4096
955,258.0591707307936,Propensity Score,4096
956,278.4854663449368,Propensity Score,4096
957,181.97137025433582,Propensity Score,4096
958,280.1892290649404,Propensity Score,4096
959,275.10651858522755,Propensity Score,4096
960,218.90212557837947,Propensity Score,4096
961,259.1715526300169,Propensity Score,4096
962,236.18917187034262,Propensity Score,4096
963,238.32533297863296,Propensity Score,4096
964,251.75852854047596,Propensity Score,4096
965,297.30393245565807,Propensity Score,4096
966,325.3625985727864,Propensity Score,4096
967,268.28934672379836,Propensity Score,4096
968,245.8643775052719,Propensity Score,4096
969,252.39051117403667,Propensity Score,4096
970,229.0771433345438,Propensity Score,4096
971,234.46464661904918,Propensity Score,4096
972,321.6995572140577,Propensity Score,4096
973,253.34320287509254,Propensity Score,4096
974,260.6378047770428,Propensity Score,4096
975,227.8449164746719,Propensity Score,4096
976,267.7831216715955,Propensity Score,4096
977,250.3649121792969,Propensity Score,4096
978,293.3603033366885,Propensity Score,4096
979,226.52150105082276,Propensity Score,4096
980,260.97633732267803,Propensity Score,4096
981,174.8525047838613,Propensity Score,4096
982,171.7664983803475,Propensity Score,4096
983,243.7916100018977,Propensity Score,4096
984,248.42245890731775,Propensity Score,4096
985,280.6909868281638,Propensity Score,4096
986,214.25164225474163,Propensity Score,4096
987,275.13443070027427,Propensity Score,4096
988,219.06478702091587,Propensity Score,4096
989,189.399848211193,Propensity Score,4096
990,182.6238603784508,Propensity Score,4096
991,269.1159326319661,Propensity Score,4096
992,286.5767926756549,Propensity Score,4096
993,210.71014899107564,Propensity Score,4096
994,222.39610921952024,Propensity Score,4096
995,204.24549302023544,Propensity Score,4096
996,272.895806706198,Propensity Score,4096
997,219.56593329820342,Propensity Score,4096
998,234.6139548499055,Propensity Score,4096
999,192.88649366523464,Propensity Score,4096
1000,149.35341752121562,Prognostic Score,256
1001,143.712292087129,Prognostic Score,256
1002,129.400488575085,Prognostic Score,256
1003,171.6347591080263,Prognostic Score,256
1004,152.63576701929514,Prognostic Score,256
1005,144.96217831473447,Prognostic Score,256
1006,138.78581976872655,Prognostic Score,256
1007,128.395462502383,Prognostic Score,256
1008,146.18193371409464,Prognostic Score,256
1009,153.31443988469135,Prognostic Score,256
1010,140.1532254391547,Prognostic Score,256
1011,132.62113883234125,Prognostic Score,256
1012,154.86758854009813,Prognostic Score,256
1013,132.01048230867607,Prognostic Score,256
1014,151.43556392118347,Prognostic Score,256
1015,152.05891587313846,Prognostic Score,256
1016,111.70979046294522,Prognostic Score,256
1017,109.09753157713783,Prognostic Score,256
1018,122.2889062343334,Prognostic Score,256
1019,135.10050321029536,Prognostic Score,256
1020,140.53609363147766,Prognostic Score,256
1021,125.58055411095992,Prognostic Score,256
1022,104.167456666124,Prognostic Score,256
1023,109.36259127026435,Prognostic Score,256
1024,116.94277824663094,Prognostic Score,256
1025,149.29990341221372,Prognostic Score,256
1026,148.45369186415002,Prognostic Score,256
1027,111.71696730876087,Prognostic Score,256
1028,143.79775696838544,Prognostic Score,256
1029,154.73372127256945,Prognostic Score,256
1030,141.92188435661004,Prognostic Score,256
1031,126.82573943700692,Prognostic Score,256
1032,127.54162345717282,Prognostic Score,256
1033,97.45627943485242,Prognostic Score,256
1034,138.94328557911913,Prognostic Score,256
1035,99.04010919720675,Prognostic Score,256
1036,143.3319274876096,Prognostic Score,256
1037,91.22596600023634,Prognostic Score,256
1038,129.78546351680382,Prognostic Score,256
1039,94.07085456654414,Prognostic Score,256
1040,130.07629697024126,Prognostic Score,256
1041,156.68912829010242,Prognostic Score,256
1042,133.69643719293663,Prognostic Score,256
1043,142.34558408778767,Prognostic Score,256
1044,143.48654367769603,Prognostic Score,256
1045,131.54273519526248,Prognostic Score,256
1046,151.27501441614717,Prognostic Score,256
1047,156.82832213120898,Prognostic Score,256
1048,146.19334797254828,Prognostic Score,256
1049,143.14251178170795,Prognostic Score,256
1050,98.9048787001446,Prognostic Score,512
1051,114.13303639104198,Prognostic Score,512
1052,46.14871241009435,Prognostic Score,512
1053,92.20427947877485,Prognostic Score,512
1054,95.65790236006595,Prognostic Score,512
1055,110.03103139449094,Prognostic Score,512
1056,119.85106528148846,Prognostic Score,512
1057,122.6948014902849,Prognostic Score,512
1058,118.1744070911154,Prognostic Score,512
1059,122.24115626452284,Prognostic Score,512
1060,88.38357476790235,Prognostic Score,512
1061,144.05188327097392,Prognostic Score,512
1062,82.77832476444446,Prognostic Score,512
1063,84.76891163238805,Prognostic Score,512
1064,130.9360830487588,Prognostic Score,512
1065,89.85094739625374,Prognostic Score,512
1066,126.8305984692103,Prognostic Score,512
1067,96.88089699926869,Prognostic Score,512
1068,68.78224555304783,Prognostic Score,512
1069,124.09019917318264,Prognostic Score,512
1070,98.6301570499484,Prognostic Score,512
1071,122.7753015045685,Prognostic Score,512
1072,117.47128352315005,Prognostic Score,512
1073,123.71147282351097,Prognostic Score,512
1074,96.18264159053949,Prognostic Score,512
1075,89.65658772512376,Prognostic Score,512
1076,143.77730477961444,Prognostic Score,512
1077,101.58414696466906,Prognostic Score,512
1078,112.19692737914079,Prognostic Score,512
1079,110.0123167087786,Prognostic Score,512
1080,110.76731809318143,Prognostic Score,512
1081,77.30266125044928,Prognostic Score,512
1082,95.74316483727064,Prognostic Score,512
1083,127.37076404343249,Prognostic Score,512
1084,124.01113866476103,Prognostic Score,512
1085,104.8080649350984,Prognostic Score,512
1086,99.87978102687408,Prognostic Score,512
1087,88.75063164251299,Prognostic Score,512
1088,122.29925636935974,Prognostic Score,512
1089,103.15605310793939,Prognostic Score,512
1090,115.65790878922873,Prognostic Score,512
1091,130.72839399349255,Prognostic Score,512
1092,88.81903100557676,Prognostic Score,512
1093,112.16998597226265,Prognostic Score,512
1094,115.85377333637281,Prognostic Score,512
1095,70.9368096328744,Prognostic Score,512
1096,106.3101835137215,Prognostic Score,512
1097,92.62848117277309,Prognostic Score,512
1098,120.59405839865158,Prognostic Score,512
1099,121.79539482291987,Prognostic Score,512
1100,113.84617038047014,Prognostic Score,1024
1101,107.93135572063564,Prognostic Score,1024
1102,106.96206545935775,Prognostic Score,1024
1103,109.60407438965419,Prognostic Score,1024
1104,104.20125938503966,Prognostic Score,1024
1105,103.50556103516733,Prognostic Score,1024
1106,100.41376438851714,Prognostic Score,1024
1107,85.97672578853229,Prognostic Score,1024
1108,67.59520873631075,Prognostic Score,1024
1109,117.93613651724843,Prognostic Score,1024
1110,92.36694112349956,Prognostic Score,1024
1111,110.68193884118868,Prognostic Score,1024
1112,72.59082839232066,Prognostic Score,1024
1113,119.6244092563096,Prognostic Score,1024
1114,94.52685349288808,Prognostic Score,1024
1115,115.40317549077261,Prognostic Score,1024
1116,104.40227883502848,Prognostic Score,1024
1117,133.19987834876687,Prognostic Score,1024
1118,96.73267952903518,Prognostic Score,1024
1119,109.09312408490307,Prognostic Score,1024
1120,90.8475156263644,Prognostic Score,1024
1121,93.69516025776046,Prognostic Score,1024
1122,98.74052375910642,Prognostic Score,1024
1123,80.181339324846,Prognostic Score,1024
1124,100.17563372962043,Prognostic Score,1024
1125,83.56356413604446,Prognostic Score,1024
1126,68.13180114927978,Prognostic Score,1024
1127,118.24144781884596,Prognostic Score,1024
1128,128.6607027090489,Prognostic Score,1024
1129,87.7456632295691,Prognostic Score,1024
1130,107.41609436523228,Prognostic Score,1024
1131,87.83608710526391,Prognostic Score,1024
1132,66.70630111765288,Prognostic Score,1024
1133,81.55561715246247,Prognostic Score,1024
1134,107.0508562358744,Prognostic Score,1024
1135,94.59845946968119,Prognostic Score,1024
1136,98.86284182523895,Prognostic Score,1024
1137,128.93964137412502,Prognostic Score,1024
1138,105.50251551841961,Prognostic Score,1024
1139,103.74717780743771,Prognostic Score,1024
1140,102.01062542441632,Prognostic Score,1024
1141,100.08571810526422,Prognostic Score,1024
1142,72.58972533798432,Prognostic Score,1024
1143,122.94106857608033,Prognostic Score,1024
1144,111.92949205179016,Prognostic Score,1024
1145,89.9788723790812,Prognostic Score,1024
1146,97.08677549938183,Prognostic Score,1024
1147,101.9567428080124,Prognostic Score,1024
1148,76.5088952234186,Prognostic Score,1024
1149,102.1925194163175,Prognostic Score,1024
1150,91.0817258795798,Prognostic Score,2048
1151,77.76305972893208,Prognostic Score,2048
1152,58.6299852742559,Prognostic Score,2048
1153,86.38335015982449,Prognostic Score,2048
1154,96.86943173730668,Prognostic Score,2048
1155,85.17917433273124,Prognostic Score,2048
1156,81.63697672423501,Prognostic Score,2048
1157,84.08041096579602,Prognostic Score,2048
1158,84.768516883154,Prognostic Score,2048
1159,80.98251038413126,Prognostic Score,2048
1160,61.813762239250394,Prognostic Score,2048
1161,67.26102989463666,Prognostic Score,2048
1162,97.03131343897205,Prognostic Score,2048
1163,91.06772826963555,Prognostic Score,2048
1164,87.6315280091625,Prognostic Score,2048
1165,86.40771041311358,Prognostic Score,2048
1166,96.78784265949636,Prognostic Score,2048
1167,100.97822229501344,Prognostic Score,2048
1168,81.53914643274106,Prognostic Score,2048
1169,60.867301994800414,Prognostic Score,2048
1170,79.11739349925527,Prognostic Score,2048
1171,98.28800178090624,Prognostic Score,2048
1172,89.79914358640819,Prognostic Score,2048
1173,83.48827704718404,Prognostic Score,2048
1174,67.37790331586288,Prognostic Score,2048
1175,82.24334747136179,Prognostic Score,2048
1176,55.3448697452769,Prognostic Score,2048
1177,57.55798367580813,Prognostic Score,2048
1178,68.54649082655986,Prognostic Score,2048
1179,68.6249719100882,Prognostic Score,2048
1180,80.33384691627701,Prognostic Score,2048
1181,86.78534508444648,Prognostic Score,2048
1182,98.88939267468989,Prognostic Score,2048
1183,75.02517638190308,Prognostic Score,2048
1184,99.37301371722562,Prognostic Score,2048
1185,60.38862950200562,Prognostic Score,2048
1186,76.29602988307863,Prognostic Score,2048
1187,71.77256927634656,Prognostic Score,2048
1188,76.42826392801965,Prognostic Score,2048
1189,91.46967512969304,Prognostic Score,2048
1190,84.41878930486446,Prognostic Score,2048
1191,97.18481973068508,Prognostic Score,2048
1192,101.38227107379147,Prognostic Score,2048
1193,102.77459882743491,Prognostic Score,2048
1194,80.7640950653594,Prognostic Score,2048
1195,85.13781571913141,Prognostic Score,2048
1196,73.5698496891881,Prognostic Score,2048
1197,110.89814963215811,Prognostic Score,2048
1198,69.0147199721556,Prognostic Score,2048
1199,81.35147461217807,Prognostic Score,2048
1200,60.88302651666979,Prognostic Score,4096
1201,68.81562943037599,Prognostic Score,4096
1202,56.689457886898246,Prognostic Score,4096
1203,53.2710778194666,Prognostic Score,4096
1204,55.389374082374175,Prognostic Score,4096
1205,48.28257585861799,Prognostic Score,4096
1206,42.29983914723598,Prognostic Score,4096
1207,58.2452108005399,Prognostic Score,4096
1208,63.72484164519605,Prognostic Score,4096
1209,78.30817610248893,Prognostic Score,4096
1210,47.69975773466089,Prognostic Score,4096
1211,53.995428180259125,Prognostic Score,4096
1212,66.37432498825939,Prognostic Score,4096
1213,65.96629773439842,Prognostic Score,4096
1214,49.553254798623506,Prognostic Score,4096
1215,64.03946951428478,Prognostic Score,4096
1216,54.2019118032141,Prognostic Score,4096
1217,61.384783271238774,Prognostic Score,4096
1218,65.57366575003735,Prognostic Score,4096
1219,55.40023436939521,Prognostic Score,4096
1220,59.65351627702596,Prognostic Score,4096
1221,60.59897488992287,Prognostic Score,4096
1222,73.23969792910528,Prognostic Score,4096
1223,38.967735847968214,Prognostic Score,4096
1224,68.78704780057453,Prognostic Score,4096
1225,60.7015468260456,Prognostic Score,4096
1226,70.3616653793988,Prognostic Score,4096
1227,64.86341359733376,Prognostic Score,4096
1228,37.7432658069891,Prognostic Score,4096
1229,59.5151952963117,Prognostic Score,4096
1230,52.99788278268723,Prognostic Score,4096
1231,35.71854348237949,Prognostic Score,4096
1232,48.37017583982765,Prognostic Score,4096
1233,47.15218852773811,Prognostic Score,4096
1234,60.49209279926791,Prognostic Score,4096
1235,64.13269699299349,Prognostic Score,4096
1236,66.99499372034198,Prognostic Score,4096
1237,63.073602307450145,Prognostic Score,4096
1238,43.04203358552063,Prognostic Score,4096
1239,72.96661319644794,Prognostic Score,4096
1240,66.95850607203485,Prognostic Score,4096
1241,79.65277077354627,Prognostic Score,4096
1242,53.61751826137842,Prognostic Score,4096
1243,59.98643792426506,Prognostic Score,4096
1244,53.59216354951142,Prognostic Score,4096
1245,66.8632879537632,Prognostic Score,4096
1246,57.70445782029965,Prognostic Score,4096
1247,69.80620154577937,Prognostic Score,4096
1248,56.07661261302793,Prognostic Score,4096
1249,47.59389019498745,Prognostic Score,4096
